datetime,year,month,day,hour,dayofweek,weekofyear,is_weekend,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,season,station,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_6,pm25_lag_12,pm25_lag_24,pm25_lag_48,pm25_lag_72,pm25_lag_168,pm25_roll_mean_6,pm25_roll_std_6,temp_roll_mean_6,wind_roll_mean_6,pm25_roll_mean_12,pm25_roll_std_12,temp_roll_mean_12,wind_roll_mean_12,pm25_roll_mean_24,pm25_roll_std_24,temp_roll_mean_24,wind_roll_mean_24,pm25_roll_mean_72,pm25_roll_std_72,temp_roll_mean_72,wind_roll_mean_72,pm25_roll_mean_168,pm25_roll_std_168,temp_roll_mean_168,wind_roll_mean_168,pm25_diff_1,pm25_diff_24,temp_diff_1,wind_diff_1,PM2.5,pm25_category,thermal_label,rain_label,wind_label
2017-03-01 00:00:00,2017,3,1,0,2,9,0,146.77095552297163,26.168833235581623,67.8378535190616,1377.7542442930253,38.9325454056696,5.958938172043011,1014.6360215053763,-7.481518817204301,0.010147849462365592,1.6451612903225807,Spring,ALL,0.0,1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,15.0,13.666666666666666,15.666666666666666,12.0,6.916666666666667,46.45454545454545,55.5,16.636363636363637,69.83333333333333,15.236111111111109,2.1626119467206237,10.534722222222221,1.6069444444444443,11.777146464646465,4.069570538621293,12.552083333333334,2.5006944444444446,15.077525252525254,8.19354636251571,10.35,2.1145833333333335,36.70264450056116,24.827157741476885,8.290624999999999,1.7469907407407408,34.760548941798945,31.841246845156135,5.794990079365078,1.9280753968253965,1.333333333333334,-31.454545454545453,-1.4833333333333325,-0.07500000000000018,16.28758910143906,Good,Cold,Light Rain,Calm
2017-03-01 01:00:00,2017,3,1,1,2,9,0,143.21969696969697,25.744392815249267,64.39828818833496,1372.518080472658,38.131457614858256,5.349059139784946,1014.6813844086022,-7.3668010752688176,0.017943548387096775,1.600201612903226,Spring,ALL,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,16.28758910143906,15.0,13.666666666666666,16.083333333333332,6.166666666666667,29.818181818181817,53.90909090909091,19.75,76.25,15.950709294684287,1.6140337692400473,9.31676747311828,1.54502688172043,12.558056667544164,3.9595752339436925,11.92852262544803,2.3669578853046596,13.820568737812485,4.959205049350305,10.21356686827957,2.1223678315412187,36.697800409798326,24.83110616388285,8.32130469683393,1.7580346475507767,34.441824273751955,31.7564582671058,5.845688124039939,1.9244751664106503,1.2875891014390604,-13.530592716742756,-1.7827284946236563,0.25349462365591413,17.63747870750276,Good,Cold,Light Rain,Calm
2017-03-01 02:00:00,2017,3,1,2,2,9,0,137.64485581622677,25.295867644183772,61.30141535801564,1349.8553404059571,36.300539155669604,4.678369815667724,1014.5884696623464,-7.390860215053764,0.010215053763440859,1.479233870967742,Spring,ALL,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,17.63747870750276,16.28758910143906,15.0,19.0,6.181818181818182,15.8,55.75,18.333333333333332,83.83333333333333,16.209733523712526,1.734727195581184,8.208277329749103,1.45478270609319,13.513957670947173,3.6756465845723514,11.196499775985663,2.223224686379928,13.313039441534192,3.778846093086358,10.089569332437277,2.127931787634408,36.66845983629142,24.852353437983346,8.358328666367981,1.765560595878136,34.092940218439466,31.616886056691545,5.892855142729134,1.9218473982334867,1.349889606063698,1.8374787075027577,-0.609879032258065,-0.044959677419354804,18.992700798177577,Good,Cold,Light Rain,Calm
2017-03-01 03:00:00,2017,3,1,3,2,9,0,129.1739980449658,23.49143440860215,60.166444660312806,1342.7691198546868,35.29553761346181,4.057728494623656,1014.4469086021505,-7.426478494623656,0.01095430107526882,1.4091397849462366,Spring,ALL,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,18.992700798177577,17.63747870750276,16.28758910143906,15.666666666666666,8.727272727272727,18.818181818181817,57.5,18.666666666666668,87.75,16.208516990075456,1.7327714612174976,7.165783410138169,1.4888216845878137,14.581531222310453,3.223666792792351,10.350947260624638,2.022883064516129,13.446068641458256,3.9177008827437185,9.966793074756763,2.1413026433691758,36.677617717747594,24.845716011391843,8.394023617511515,1.772911066308244,33.70698407239687,31.40237159128025,5.935831550362077,1.918350774449565,1.3552220906748182,0.17451897999576005,-0.6706893241172223,-0.12096774193548399,20.413900228093244,Good,Cold,Light Rain,Calm
2017-03-01 04:00:00,2017,3,1,4,2,9,0,123.79319403714564,22.83567184750733,60.91911655058651,1347.1487874475301,33.54355114916445,3.5616935483870966,1014.4746639784946,-7.474462365591398,0.011827956989247313,1.3753360215053763,Spring,ALL,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,20.413900228093244,18.992700798177577,17.63747870750276,13.666666666666666,10.0,17.272727272727273,61.333333333333336,17.333333333333332,89.16666666666667,16.999722583646548,2.296758232766804,6.168460381464334,1.4986783154121863,15.55541684737883,3.0695694358186176,9.405063524065499,1.837533602150538,13.512556908537897,4.020500100754368,9.867462317588306,2.1524473566308244,36.701884850545184,24.82896025394393,8.43163095771462,1.7820657855436082,33.306173954706956,31.13864653019201,5.975609696163409,1.917611527137737,1.4211994299156672,3.1411729553659704,-0.6206413210440678,-0.07009408602150535,21.806219480225167,Good,Cold,Light Rain,Calm
2017-03-01 05:00:00,2017,3,1,5,2,9,0,121.38825757575758,22.533795259042034,61.17770628054741,1403.539456471738,32.168282282502446,3.0659274193548387,1014.693817204301,-7.560349462365592,0.008333333333333333,1.345766129032258,Spring,ALL,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,21.806219480225167,20.413900228093244,18.992700798177577,15.0,11.916666666666666,13.363636363636363,72.33333333333333,19.416666666666668,89.75,18.356314719239634,2.331011497743694,5.224575972862184,1.4834565412186382,16.539268470730928,3.02298675789813,8.437287986431091,1.6986727150537637,13.701452417183646,4.290181167565375,9.75510232654888,2.1403085797491035,36.76400826925201,24.785979861212056,8.48109892366444,1.7823019339904422,32.90521891193052,30.84911605345147,6.012236840300633,1.9185559875832052,1.392319252131923,8.442583116588803,-0.4960349462365592,-0.033803763440860335,23.170642152792084,Good,Cold,Light Rain,Calm
2017-03-01 06:00:00,2017,3,1,6,2,9,0,118.66402737047898,22.26028558162268,61.39502437072336,1452.2417090736587,30.89989256476051,2.797177419354839,1015.0396505376344,-7.532728494623656,0.010954301075268817,1.2831317204301074,Spring,ALL,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,23.170642152792084,21.806219480225167,20.413900228093244,16.28758910143906,12.0,16.0,71.75,20.916666666666668,91.27272727272727,19.71808841137165,2.3589553559098193,4.445286098310212,1.4758064516129032,17.47709976124138,3.1847779407126455,7.490004160266217,1.5413754480286734,14.110077658398467,4.687215552567392,9.670349302355332,2.146729390681003,36.81614681767042,24.753360896344343,8.513727545229553,1.7832847968936676,32.50891321045905,30.54244359080093,6.047202678114254,1.9205645161290321,1.364422672566917,7.170642152792084,-0.4957661290322579,-0.029569892473118253,24.4386508876082,Good,Cold,Light Rain,Calm
2017-03-01 07:00:00,2017,3,1,7,2,9,0,119.00818670576736,22.81538240469208,64.39689238758554,1534.5004743833017,27.62215431329423,3.857258064516129,1015.5067876344085,-7.5092069892473114,0.01075268817204301,1.468481182795699,Spring,ALL,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,24.4386508876082,23.170642152792084,21.806219480225167,17.63747870750276,16.083333333333332,14.090909090909092,68.25,21.583333333333332,95.18181818181819,21.076598709066506,2.3391631491483067,3.9183259728621835,1.4154681899641577,18.513654001875395,3.2568512700780867,6.617546722990231,1.4802475358422942,14.46168811204881,5.11297472081479,9.50321780593956,2.116859879032258,36.865063265183494,24.725356895898067,8.540308713090964,1.7868699596774194,32.11109132721429,30.207873047024144,6.083197781800889,1.9226466493855607,1.2680087348161173,10.34774179669911,-0.2687499999999998,-0.06263440860215064,25.63429786042588,Good,Cold,Light Rain,Calm
2017-03-01 08:00:00,2017,3,1,8,2,9,0,128.4559506353861,27.37712605083089,66.00503224584556,1629.5203589500316,27.729949711632454,6.021942204301075,1015.8383960573477,-7.739180107526882,0.002553763440860215,1.7124327956989247,Spring,ALL,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,25.63429786042588,24.4386508876082,23.170642152792084,18.992700798177577,19.0,13.916666666666666,66.0,23.75,100.16666666666667,22.40940190122036,2.277315470206594,3.6696924603173806,1.3935147849462366,19.309567712466443,3.7022552714167714,5.938984895033243,1.4241487455197133,14.94266264411201,5.5773272698180945,9.41636744751662,2.106518817204301,36.921326661393124,24.695109334241703,8.599321556579616,1.7974275686977303,31.697117991967904,29.814691692914877,6.129421540121422,1.923252688172043,1.1956469728176806,11.717631193759216,1.0600806451612903,0.18534946236559158,26.740249619968843,Good,Cold,Light Rain,Calm
2017-03-01 09:00:00,2017,3,1,9,2,9,0,137.30339687194527,34.34128548387097,64.10953594819159,1593.209964924386,33.99722809139785,7.925067204301076,1015.9102150537634,-8.107190860215054,0.009072580645161291,2.0167338709677423,Spring,ALL,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,26.740249619968843,25.63429786042588,24.4386508876082,20.413900228093244,15.666666666666666,14.666666666666666,67.66666666666667,23.166666666666668,109.41666666666667,23.70066003818557,2.167767845151461,3.893621191756272,1.4323812724014335,19.95458851413051,4.228937106056012,5.52970230094722,1.4606014784946237,15.4769786004996,6.047852418796143,9.376656706029166,2.1292590725806453,36.962857906114905,24.67543000218719,8.649394827935648,1.8019983945639184,31.26005598573756,29.34221937877421,6.186347783400992,1.925608438940092,1.105951759542961,12.073582953302177,2.1646841397849457,0.24395161290322576,28.014134082714808,Good,Cold,Light Rain,Light Breeze
